InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
537251,22752,SET 7 BABUSHKA NESTING BOXES,16,28/11/2019 10:27,8.09,18056.0,Portugal
536906,22423,REGENCY CAKESTAND 3 TIER,3,17/11/2019 18:24,13.66,16594.0,Portugal
536508,22752,SET 7 BABUSHKA NESTING BOXES,2,2019-01-09 15:19:00,7.71,14618.0,germany
537356,71053,WHITE METAL LANTERN,3,2019-08-18 16:24:00,3.69,13160.0,united kingdom
536171,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,07/07/2019 07:46,2.72,12364.0,Spain
536952,22752,SET 7 BABUSHKA NESTING BOXES,14,03/04/2019 12:20,8.18,16312.0,  Netherlands  
537661,21730,GLASS STAR FROSTED T-LIGHT HOLDER,19,25/12/2019 02:49,4.41,15380.0,eire
537621,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,02-07-2019,2.71,14004.0,United Kingdom
536214,84406B,cream cupid hearts coat hanger,14,2019-12-06 02:56:00,2.95,13165.0,Australia
536807,22752,SET 7 BABUSHKA NESTING BOXES,2,22/01/2019 10:44,7.12,12646.0,  Germany  
537138,71270,  PINK CRYSTAL GUITAR PHONE CHARM  ,19,2019-12-18 14:35:00,1.25,14717.0,  Germany  
536029,21755,LOVE BUILDING BLOCK WORD,12,09/07/2019 14:47,5.47,13342.0,germany
536588,22752,SET 7 BABUSHKA NESTING BOXES,4,26/01/2019 06:33,6.9,13199.0,United Kingdom
536380,85123A,,4,2019-12-25 18:07:00,2.63,13604.0,united kingdom
536374,21755,LOVE BUILDING BLOCK WORD,6,2019-12-31 12:35:00,5.99,17499.0,portugal
536409,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,11-15-2019,2.77,,Portugal
536685,85123A,  WHITE HANGING HEART T-LIGHT HOLDER  ,19,02-24-2019,2.63,15562.0,France
537399,71270,  PINK CRYSTAL GUITAR PHONE CHARM  ,11,03/03/2019 10:19,1.23,13235.0,Spain
537479,71270,PINK CRYSTAL GUITAR PHONE CHARM,11,2019-04-19 11:05:00,1.23,17999.0,EIRE
536851,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2019-03-07 16:53:00,1.71,13998.0,Netherlands
536025,22960,JAM MAKING SET WITH JARS,15,29/10/2019 12:51,4.59,14265.0,Netherlands
536365,22423,regency cakestand 3 tier,10,20/04/2019 05:24,12.29,13635.0,Spain
537352,22960,JAM MAKING SET WITH JARS,4,2019-02-15 23:36:00,4.88,15930.0,United Kingdom
536442,22423,REGENCY CAKESTAND 3 TIER,7,2019-09-11 08:16:00,13.1,13142.0,EIRE
536326,22752,set 7 babushka nesting boxes,10,2019-05-22 15:51:00,7.72,16938.0,  Spain  
536886,21755,LOVE BUILDING BLOCK WORD,19,01-16-2019,6.11,14966.0,  United Kingdom  
536307,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,06/08/2019 08:21,2.34,,Australia
537493,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2019-10-09 22:16:00,2.77,16404.0,Spain
536402,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,03-06-2019,2.67,16364.0,portugal
536929,84879,  ASSORTED COLOUR BIRD ORNAMENT  ,18,2019-07-13 04:26:00,1.82,14205.0,France
536481,22960,JAM MAKING SET WITH JARS,14,13/05/2019 17:22,5.0,17522.0,United Kingdom
536237,85123A,  WHITE HANGING HEART T-LIGHT HOLDER  ,15,08-16-2019,2.49,13993.0,Spain
536707,84879,assorted colour bird ornament,8,2019-11-24 14:31:00,1.82,16080.0,Netherlands
537158,22752,  SET 7 BABUSHKA NESTING BOXES  ,8,2019-10-22 09:22:00,7.41,15151.0,  Netherlands  
537070,71270,PINK CRYSTAL GUITAR PHONE CHARM,1,2019-09-11 17:03:00,1.28,13374.0,Australia
537166,22960,JAM MAKING SET WITH JARS,6,2019-01-16 05:57:00,4.91,14438.0,Spain
536081,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,01-01-2019,4.6,17784.0,Belgium
536689,84879,ASSORTED COLOUR BIRD ORNAMENT,9,09/10/2019 22:13,1.77,17043.0,  EIRE  
536512,84406B,  CREAM CUPID HEARTS COAT HANGER  ,12,25/05/2019 18:33,2.83,16692.0,EIRE
536963,21755,LOVE BUILDING BLOCK WORD,4,11/04/2019 17:16,6.5,17872.0,  Netherlands  
537486,71270,PINK CRYSTAL GUITAR PHONE CHARM,1,2019-06-13 11:49:00,1.24,15681.0,Switzerland
537398,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2019-08-19 00:04:00,4.56,12418.0,Germany
537055,71053,WHITE METAL LANTERN,4,23/03/2019 01:37,3.35,15872.0,Belgium
536823,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,30/03/2019 17:57,4.56,15709.0,switzerland
536054,84406B,CREAM CUPID HEARTS COAT HANGER,13,2019-10-05 09:37:00,2.49,16503.0,portugal
537000,22752,SET 7 BABUSHKA NESTING BOXES,4,2019-07-11 05:39:00,7.28,,  Australia  
537442,21755,  LOVE BUILDING BLOCK WORD  ,4,2019-01-02 12:10:00,6.44,14618.0,portugal
537299,71270,,3,2019-01-02 12:47:00,1.32,16192.0,United Kingdom
537349,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,22/12/2019 04:26,4.04,15900.0,france
C537373,21755,LOVE BUILDING BLOCK WORD,-16,17/04/2019 13:35,6.34,17505.0,france
537341,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,12/07/2019 09:41,2.34,14281.0,  Australia  
536359,21755,LOVE BUILDING BLOCK WORD,18,01-10-2019,6.1,17570.0,  Switzerland  
537164,71053,WHITE METAL LANTERN,5,14/10/2019 23:19,3.69,14202.0,Australia
537389,71053,  WHITE METAL LANTERN  ,16,2019-01-16 21:16:00,3.31,18093.0,EIRE
536910,21755,  LOVE BUILDING BLOCK WORD  ,6,2019-05-20 13:23:00,5.57,16049.0,australia
537330,22960,  JAM MAKING SET WITH JARS  ,7,06-03-2019,5.25,17187.0,France
537222,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,04/08/2019 22:51,4.22,14188.0,United Kingdom
537432,22423,  REGENCY CAKESTAND 3 TIER  ,6,2019-08-13 03:46:00,12.25,13938.0,Portugal
536610,71053,WHITE METAL LANTERN,6,2019-08-02 05:04:00,3.34,12833.0,  Portugal  
536915,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2019-07-19 14:37:00,4.59,16983.0,switzerland
C537100,22423,REGENCY CAKESTAND 3 TIER,-16,07-13-2019,11.48,16714.0,France
537358,22960,JAM MAKING SET WITH JARS,17,03-02-2019,5.21,15768.0,Spain
537550,71053,WHITE METAL LANTERN,19,2019-11-12 14:01:00,3.69,14059.0,Belgium
537344,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2019-08-20 09:49:00,1.59,17851.0,switzerland
537482,22752,set 7 babushka nesting boxes,16,2019-10-27 20:57:00,7.07,14903.0,United Kingdom
536334,22752,SET 7 BABUSHKA NESTING BOXES,4,04-15-2019,7.82,18261.0,Germany
537368,22752,  SET 7 BABUSHKA NESTING BOXES  ,10,2019-09-03 10:28:00,7.93,16576.0,Germany
536925,22423,REGENCY CAKESTAND 3 TIER,17,02-28-2019,11.92,13774.0,  Spain  
536000,71270,  PINK CRYSTAL GUITAR PHONE CHARM  ,3,02/07/2019 08:53,1.24,,Australia
536104,85123A,  WHITE HANGING HEART T-LIGHT HOLDER  ,3,05-29-2019,2.61,13529.0,Portugal
537258,22423,REGENCY CAKESTAND 3 TIER,14,2019-08-30 19:53:00,13.02,,france
537476,84879,ASSORTED COLOUR BIRD ORNAMENT,10,2019-11-10 05:21:00,1.71,18045.0,  EIRE  
537327,22960,  JAM MAKING SET WITH JARS  ,12,2019-01-29 19:44:00,5.31,17929.0,Belgium
536569,71053,WHITE METAL LANTERN,5,2019-04-09 09:37:00,3.71,17783.0,Germany
536217,71270,PINK CRYSTAL GUITAR PHONE CHARM,10,2019-02-01 06:30:00,1.32,13149.0,spain
536836,21730,  GLASS STAR FROSTED T-LIGHT HOLDER  ,18,09-15-2019,4.35,14229.0,Netherlands
536661,22423,regency cakestand 3 tier,4,2019-01-27 16:30:00,12.4,13593.0,  Netherlands  
536305,84406B,CREAM CUPID HEARTS COAT HANGER,5,24/06/2019 21:21,2.97,13807.0,Belgium
536765,84406B,cream cupid hearts coat hanger,15,06-25-2019,3.02,16965.0,Belgium
536440,21755,LOVE BUILDING BLOCK WORD,19,12-20-2019,5.72,13414.0,eire
537041,22423,REGENCY CAKESTAND 3 TIER,14,02-25-2019,11.68,14759.0,Portugal
537006,22752,SET 7 BABUSHKA NESTING BOXES,18,03-19-2019,8.23,12372.0,  Belgium  
536857,71270,  PINK CRYSTAL GUITAR PHONE CHARM  ,17,2019-10-26 01:28:00,1.21,14898.0,Belgium
537510,21755,love building block word,14,06/02/2019 12:12,5.73,12353.0,France
537613,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,10-14-2019,3.86,13709.0,  Netherlands  
536012,84879,ASSORTED COLOUR BIRD ORNAMENT,9,13/05/2019 19:49,1.53,12404.0,  Portugal  
537093,21755,LOVE BUILDING BLOCK WORD,4,2019-03-06 09:14:00,6.0,17285.0,australia
537515,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,07/07/2019 08:41,2.37,12931.0,Netherlands
536248,71053,WHITE METAL LANTERN,13,2019-03-21 17:11:00,3.53,15981.0,Portugal
537086,21755,LOVE BUILDING BLOCK WORD,3,2019-08-27 00:06:00,5.51,17215.0,Belgium
537469,71270,  PINK CRYSTAL GUITAR PHONE CHARM  ,4,15/03/2019 23:59,1.35,13425.0,Belgium
536180,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2019-11-11 21:26:00,2.43,17792.0,Spain
536177,71270,PINK CRYSTAL GUITAR PHONE CHARM,19,17/01/2019 12:06,1.36,17091.0,  Netherlands  
537165,84406B,CREAM CUPID HEARTS COAT HANGER,19,24/06/2019 01:24,2.68,13158.0,Australia
537168,22423,REGENCY CAKESTAND 3 TIER,8,2019-06-26 08:48:00,12.22,13880.0,  Portugal  
537027,84879,assorted colour bird ornament,8,2019-03-10 14:06:00,1.58,17114.0,  Germany  
537301,71053,  WHITE METAL LANTERN  ,10,12-02-2019,3.07,13893.0,Switzerland
536817,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2019-10-15 07:27:00,2.69,,EIRE
536700,22960,JAM MAKING SET WITH JARS,18,2019-04-19 04:32:00,5.27,,Switzerland
536665,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2019-03-09 13:28:00,1.81,17192.0,  Australia  
537434,71270,PINK CRYSTAL GUITAR PHONE CHARM,10,15/07/2019 04:48,1.36,,Netherlands
537151,22423,  REGENCY CAKESTAND 3 TIER  ,14,2019-10-19 12:23:00,13.18,17067.0,australia
537396,71270,PINK CRYSTAL GUITAR PHONE CHARM,5,10/12/2019 11:04,1.26,17701.0,Portugal
536989,71270,  PINK CRYSTAL GUITAR PHONE CHARM  ,14,14/08/2019 12:15,1.13,,EIRE
536049,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,08-10-2019,3.85,16450.0,Spain
537110,84406B,CREAM CUPID HEARTS COAT HANGER,13,02-08-2019,2.8,14817.0,france
537424,21755,LOVE BUILDING BLOCK WORD,6,2019-07-04 20:38:00,5.98,15865.0,  Australia  
537273,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,25/06/2019 22:28,3.97,13278.0,  Germany  
536120,22960,JAM MAKING SET WITH JARS,12,2019-07-05 19:12:00,4.65,17473.0,Belgium
537198,84879,  ASSORTED COLOUR BIRD ORNAMENT  ,6,2019-02-20 21:43:00,1.73,12828.0,Spain
537323,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2019-12-15 15:24:00,4.67,18027.0,Switzerland
537028,84879,assorted colour bird ornament,9,2019-07-19 02:26:00,1.84,16014.0,Portugal
536344,71270,  PINK CRYSTAL GUITAR PHONE CHARM  ,16,08-21-2019,1.35,,Belgium
536668,71270,PINK CRYSTAL GUITAR PHONE CHARM,15,2019-04-19 07:56:00,1.3,15773.0,Belgium
537214,85123A,  WHITE HANGING HEART T-LIGHT HOLDER  ,6,01-30-2019,2.8,15836.0,EIRE
536418,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,15/10/2019 10:26,4.34,,EIRE
537113,71270,PINK CRYSTAL GUITAR PHONE CHARM,8,2019-11-24 09:40:00,1.19,,EIRE
536722,84406B,cream cupid hearts coat hanger,12,2019-01-31 01:36:00,2.96,12570.0,EIRE
537400,22423,REGENCY CAKESTAND 3 TIER,9,2019-11-27 05:02:00,12.59,17302.0,switzerland
537193,84406B,CREAM CUPID HEARTS COAT HANGER,12,12-29-2019,2.87,16058.0,Netherlands
C537132,21755,LOVE BUILDING BLOCK WORD,-10,2019-06-07 11:20:00,6.5,13635.0,  Switzerland  
536376,84879,ASSORTED COLOUR BIRD ORNAMENT,17,04/08/2019 02:44,1.56,13705.0,eire
536822,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,24/10/2019 01:03,4.61,,Portugal
537273,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2019-09-29 22:43:00,1.56,14081.0,Portugal
537333,22960,JAM MAKING SET WITH JARS,19,15/04/2019 17:58,4.79,15465.0,Spain
536023,71270,PINK CRYSTAL GUITAR PHONE CHARM,1,2019-11-21 05:40:00,1.17,13700.0,France
536994,71270,PINK CRYSTAL GUITAR PHONE CHARM,3,02/11/2019 21:17,1.28,14630.0,belgium
536020,84406B,cream cupid hearts coat hanger,16,18/06/2019 05:35,2.91,14331.0,netherlands
C537584,71270,PINK CRYSTAL GUITAR PHONE CHARM,-1,24/11/2019 02:14,1.3,13213.0,belgium
536112,22960,  JAM MAKING SET WITH JARS  ,19,2019-11-29 10:11:00,5.06,17900.0,EIRE
536192,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,06/10/2019 08:27,3.98,13224.0,  France  
537566,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,24/03/2019 03:34,2.33,18002.0,  EIRE  
537376,22423,REGENCY CAKESTAND 3 TIER,7,2019-07-20 02:53:00,13.43,14008.0,Belgium
536220,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,01-25-2019,2.73,13399.0,spain
536499,22960,JAM MAKING SET WITH JARS,19,2019-12-24 13:43:00,5.35,12889.0,EIRE
C536705,84406B,  CREAM CUPID HEARTS COAT HANGER  ,-13,2019-01-09 09:21:00,2.75,12628.0,Netherlands
537138,22423,regency cakestand 3 tier,12,2019-12-20 22:21:00,12.89,13509.0,spain
537276,22752,SET 7 BABUSHKA NESTING BOXES,14,10-15-2019,6.98,,united kingdom
537308,21755,LOVE BUILDING BLOCK WORD,12,21/05/2019 14:27,5.47,12772.0,Australia
537073,84879,ASSORTED COLOUR BIRD ORNAMENT,16,17/07/2019 15:36,1.58,16666.0,EIRE
537166,22960,  JAM MAKING SET WITH JARS  ,6,2019-01-16 05:57:00,4.91,14438.0,Spain
537599,22960,JAM MAKING SET WITH JARS,3,04/03/2019 17:46,5.06,17564.0,EIRE
536951,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,05/02/2019 22:43,2.58,13765.0,Switzerland
536502,71053,  WHITE METAL LANTERN  ,16,2019-10-15 03:38:00,3.64,16661.0,Germany
537022,21730,  GLASS STAR FROSTED T-LIGHT HOLDER  ,1,2019-09-24 20:51:00,3.95,15309.0,germany
537267,71270,PINK CRYSTAL GUITAR PHONE CHARM,6,2019-05-17 18:02:00,1.31,13737.0,France
536549,22752,SET 7 BABUSHKA NESTING BOXES,9,2019-12-27 23:59:00,8.11,16928.0,EIRE
537449,85123A,  WHITE HANGING HEART T-LIGHT HOLDER  ,12,27/04/2019 13:05,2.79,15216.0,EIRE
536773,71053,white metal lantern,10,08-09-2019,3.12,12761.0,Netherlands
536960,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2019-12-23 20:39:00,2.32,16129.0,United Kingdom
537244,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,03/10/2019 18:42,2.32,12652.0,  France  
536594,84879,ASSORTED COLOUR BIRD ORNAMENT,17,2019-12-22 10:48:00,1.62,14910.0,Belgium
537020,84406B,CREAM CUPID HEARTS COAT HANGER,17,2019-04-29 12:32:00,2.78,15491.0,Belgium
537472,84406B,CREAM CUPID HEARTS COAT HANGER,10,2019-06-10 14:07:00,2.84,14938.0,  Spain  
537062,21755,LOVE BUILDING BLOCK WORD,8,04-02-2019,5.76,13389.0,Germany
537489,22960,JAM MAKING SET WITH JARS,7,08/03/2019 02:26,5.05,16209.0,United Kingdom
537450,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/03/2019 05:54,2.61,15837.0,EIRE
537495,22423,REGENCY CAKESTAND 3 TIER,11,02-27-2019,11.81,15661.0,France
537156,71270,PINK CRYSTAL GUITAR PHONE CHARM,4,2019-02-28 18:44:00,1.19,12880.0,  EIRE  
536602,71270,PINK CRYSTAL GUITAR PHONE CHARM,13,25/09/2019 00:38,1.15,13753.0,EIRE
537508,21755,LOVE BUILDING BLOCK WORD,5,28/02/2019 18:45,5.99,12752.0,Spain
536003,22752,SET 7 BABUSHKA NESTING BOXES,3,05-01-2019,7.61,,Belgium
537596,84406B,  CREAM CUPID HEARTS COAT HANGER  ,11,2019-11-24 06:46:00,2.91,16934.0,Germany
536393,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2019-01-22 12:09:00,1.72,14402.0,Germany
537563,22423,REGENCY CAKESTAND 3 TIER,9,2019-05-30 05:04:00,12.82,12782.0,Portugal
536320,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2019-07-07 15:39:00,4.37,12765.0,Belgium
536914,21755,LOVE BUILDING BLOCK WORD,18,2019-06-06 14:35:00,5.83,14903.0,France
536261,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2019-06-20 23:54:00,2.38,12764.0,United Kingdom
536203,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,31/05/2019 10:29,2.63,16335.0,  Switzerland  
536992,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,09/05/2019 23:39,4.05,16706.0,Portugal
536310,71270,pink crystal guitar phone charm,14,18/07/2019 22:28,1.31,13604.0,Australia
536114,71270,pink crystal guitar phone charm,4,2019-03-09 02:19:00,1.21,15388.0,Australia
537269,84406B,CREAM CUPID HEARTS COAT HANGER,5,2019-11-27 00:56:00,2.75,,Australia
C536587,71270,PINK CRYSTAL GUITAR PHONE CHARM,-8,2019-01-15 03:00:00,1.23,,EIRE
537437,22423,REGENCY CAKESTAND 3 TIER,16,2019-09-14 01:58:00,12.29,13364.0,germany
537010,22960,JAM MAKING SET WITH JARS,8,2019-04-18 04:46:00,5.16,16540.0,Australia
537632,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2019-05-10 00:54:00,1.67,14967.0,  Australia  
536546,71053,  WHITE METAL LANTERN  ,9,02-09-2019,3.29,15488.0,Australia
536852,22752,  SET 7 BABUSHKA NESTING BOXES  ,2,2019-06-19 12:39:00,7.44,17694.0,Switzerland
536663,22752,SET 7 BABUSHKA NESTING BOXES,4,09-05-2019,8.13,15775.0,Portugal
536285,84406B,CREAM CUPID HEARTS COAT HANGER,17,04-10-2019,2.66,12997.0,Spain
536148,85123A,  WHITE HANGING HEART T-LIGHT HOLDER  ,4,13/10/2019 06:15,2.7,14852.0,Germany
536441,71270,PINK CRYSTAL GUITAR PHONE CHARM,17,2019-12-10 18:17:00,1.29,18220.0,Netherlands
537177,84406B,CREAM CUPID HEARTS COAT HANGER,17,2019-03-16 17:19:00,2.79,16199.0,Spain
536135,84406B,CREAM CUPID HEARTS COAT HANGER,4,2019-09-24 19:26:00,2.76,16906.0,  United Kingdom  
536094,84406B,cream cupid hearts coat hanger,9,18/03/2019 01:14,2.71,14536.0,Belgium
536115,71053,WHITE METAL LANTERN,9,03-16-2019,3.08,14540.0,Australia
537474,85123A,  WHITE HANGING HEART T-LIGHT HOLDER  ,7,28/10/2019 17:19,2.7,15963.0,Spain
537627,84879,,16,2019-02-22 04:32:00,1.78,15934.0,  Switzerland  
536460,71053,WHITE METAL LANTERN,19,2019-09-24 08:14:00,3.6,15172.0,Portugal
537146,84879,  ASSORTED COLOUR BIRD ORNAMENT  ,18,10-11-2019,1.66,12668.0,Spain
537025,21755,LOVE BUILDING BLOCK WORD,13,2019-12-29 07:40:00,5.8,12424.0,Portugal
536619,21755,LOVE BUILDING BLOCK WORD,14,18/11/2019 00:13,5.51,14876.0,  Spain  
537241,22960,JAM MAKING SET WITH JARS,7523,2019-11-24 09:58:00,5.29,14664.0,Portugal
536978,84879,  ASSORTED COLOUR BIRD ORNAMENT  ,8,2019-12-28 06:56:00,1.83,13284.0,Germany
536291,22423,  REGENCY CAKESTAND 3 TIER  ,17,15/05/2019 03:05,13.03,15741.0,portugal
536375,21730,GLASS STAR FROSTED T-LIGHT HOLDER,15,02/10/2019 14:08,4.1,16968.0,Netherlands
536855,71270,PINK CRYSTAL GUITAR PHONE CHARM,16,02-12-2019,1.37,,France
537410,22423,REGENCY CAKESTAND 3 TIER,3,2019-10-14 21:29:00,11.87,17210.0,Germany
537012,84879,assorted colour bird ornament,4,2019-07-19 00:52:00,1.7,15002.0,Portugal
537169,71270,PINK CRYSTAL GUITAR PHONE CHARM,14,2019-02-05 09:23:00,1.31,14424.0,Belgium
537064,84879,ASSORTED COLOUR BIRD ORNAMENT,7,11/04/2019 11:15,1.53,16065.0,Switzerland
537138,22423,REGENCY CAKESTAND 3 TIER,15,2019-10-06 13:53:00,12.25,,  Australia  
536650,71053,WHITE METAL LANTERN,5,2019-07-10 18:44:00,3.52,16452.0,EIRE
537456,71053,WHITE METAL LANTERN,12,2019-10-08 11:17:00,3.47,16405.0,Belgium
536149,21755,love building block word,5,2019-08-26 21:50:00,6.17,13008.0,France
536614,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2019-06-05 10:13:00,2.78,14762.0,eire
537422,84406B,CREAM CUPID HEARTS COAT HANGER,17,2019-05-14 07:06:00,2.64,14023.0,EIRE
537494,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2019-06-02 05:28:00,2.79,17085.0,Spain
537228,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,11/10/2019 08:21,2.55,15703.0,Switzerland
536981,21755,LOVE BUILDING BLOCK WORD,1,2019-12-16 13:52:00,5.99,12409.0,belgium
536420,71053,white metal lantern,5,2019-03-05 07:35:00,3.15,15646.0,eire
536166,84879,ASSORTED COLOUR BIRD ORNAMENT,7,01/06/2019 11:24,1.55,16828.0,Switzerland
537544,71053,WHITE METAL LANTERN,2,2019-01-27 07:53:00,3.64,16817.0,United Kingdom
536699,22960,JAM MAKING SET WITH JARS,11,2019-11-15 23:35:00,5.2,17602.0,Switzerland
537556,85123A,white hanging heart t-light holder,6,2019-05-24 23:04:00,2.62,16852.0,United Kingdom
536849,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,02-11-2019,4.01,,Germany
536485,21730,  GLASS STAR FROSTED T-LIGHT HOLDER  ,10,2019-05-23 16:06:00,4.5,17596.0,France
537151,84406B,CREAM CUPID HEARTS COAT HANGER,19,2019-09-05 07:17:00,2.98,12552.0,portugal
537514,22752,SET 7 BABUSHKA NESTING BOXES,16,2019-03-11 17:39:00,8.1,14413.0,Switzerland
536411,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,03-31-2019,3.87,16083.0,Australia
537439,71270,PINK CRYSTAL GUITAR PHONE CHARM,18,11/12/2019 08:05,1.22,15733.0,United Kingdom
536832,22960,jam making set with jars,8,2019-05-22 08:32:00,4.59,18055.0,Spain
536150,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2019-12-30 05:20:00,2.34,,spain
536009,21755,LOVE BUILDING BLOCK WORD,6,2019-07-19 04:14:00,6.04,15097.0,Portugal
536526,22423,REGENCY CAKESTAND 3 TIER,5,2019-09-26 20:45:00,12.44,13998.0,germany
536063,84879,ASSORTED COLOUR BIRD ORNAMENT,14,2019-08-09 01:08:00,1.57,14241.0,Germany
536246,71053,WHITE METAL LANTERN,16,2019-11-29 02:25:00,3.71,16761.0,netherlands
537630,71053,WHITE METAL LANTERN,3,2019-02-02 23:57:00,3.45,15073.0,Germany
537267,84406B,CREAM CUPID HEARTS COAT HANGER,5,04-17-2019,2.84,,Portugal
C537593,21755,love building block word,-3,2019-05-08 03:18:00,6.35,18142.0,france
536854,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2019-01-15 18:57:00,1.84,13025.0,Australia
536957,22752,SET 7 BABUSHKA NESTING BOXES,5,11-22-2019,8.01,16411.0,United Kingdom
536397,22960,JAM MAKING SET WITH JARS,1,2019-12-13 00:08:00,4.9,17032.0,United Kingdom
C537651,84879,ASSORTED COLOUR BIRD ORNAMENT,-12,2019-02-01 16:49:00,1.55,17104.0,Germany
536715,22752,set 7 babushka nesting boxes,12,23/04/2019 12:49,7.44,14131.0,United Kingdom
536910,84406B,cream cupid hearts coat hanger,11,2019-02-19 17:12:00,2.83,15127.0,EIRE
537133,71053,WHITE METAL LANTERN,4,08-07-2019,3.5,16340.0,Australia
536162,71053,WHITE METAL LANTERN,16,2019-06-09 04:49:00,3.68,15961.0,Australia
536675,84406B,CREAM CUPID HEARTS COAT HANGER,4972,10-06-2019,2.49,18003.0,Portugal
537175,71270,PINK CRYSTAL GUITAR PHONE CHARM,17,10/04/2019 18:27,1.21,15394.0,France
537271,84406B,CREAM CUPID HEARTS COAT HANGER,6,2019-03-18 11:40:00,2.99,,France
537074,22423,REGENCY CAKESTAND 3 TIER,17,2019-10-06 16:59:00,12.63,15201.0,Portugal
536670,84406B,CREAM CUPID HEARTS COAT HANGER,11,26/11/2019 09:26,2.86,14630.0,Switzerland
537159,71053,WHITE METAL LANTERN,17,2019-12-09 23:59:00,3.12,15314.0,Belgium
537628,21730,GLASS STAR FROSTED T-LIGHT HOLDER,15,02-18-2019,4.07,14526.0,Netherlands
536760,22960,JAM MAKING SET WITH JARS,12,15/10/2019 20:55,5.41,18190.0,EIRE
537104,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,05/03/2019 01:07,4.42,16342.0,  Portugal  
537036,71053,WHITE METAL LANTERN,3,21/12/2019 17:09,3.71,12784.0,netherlands
536069,71270,PINK CRYSTAL GUITAR PHONE CHARM,8,2019-07-14 17:25:00,1.29,16879.0,Netherlands
536644,71053,  WHITE METAL LANTERN  ,7,26/01/2019 19:45,3.21,15497.0,EIRE
C536424,21755,LOVE BUILDING BLOCK WORD,-18,26/10/2019 09:53,5.7,12450.0,switzerland
536696,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2019-07-01 11:37:00,1.83,14893.0,EIRE
536513,71270,PINK CRYSTAL GUITAR PHONE CHARM,9,2019-04-08 00:05:00,1.14,,  Australia  
537281,22423,regency cakestand 3 tier,19,03-25-2019,11.57,15529.0,Portugal
536050,84879,  ASSORTED COLOUR BIRD ORNAMENT  ,10,26/08/2019 21:40,1.78,15406.0,Switzerland
536436,84406B,CREAM CUPID HEARTS COAT HANGER,3,2019-02-09 07:20:00,2.64,17707.0,France
537283,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2019-10-23 23:03:00,2.43,18236.0,france
536317,84406B,cream cupid hearts coat hanger,1,2019-06-15 15:59:00,2.56,17029.0,  Belgium  
537224,71053,WHITE METAL LANTERN,15,2019-06-15 21:59:00,3.64,15216.0,United Kingdom
C537643,22960,jam making set with jars,-16,13/03/2019 23:04,5.36,14258.0,EIRE
537487,22423,regency cakestand 3 tier,15,2019-02-25 22:04:00,12.4,,United Kingdom
