InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,IsCancelled,IsGuestCheckout,TotalPrice
536066,22960,JAM MAKING SET WITH JARS,7,2019-11-11 00:42:00,4.53,16717,EIRE,False,False,31.71
537256,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2019-10-08 00:00:00,2.66,16512,United Kingdom,False,False,29.26
537087,22752,SET 7 BABUSHKA NESTING BOXES,19,2019-06-15 14:58:00,8.08,12567,Belgium,False,False,153.52
536182,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2019-12-10 02:45:00,4.62,14444,Netherlands,False,False,27.72
536033,21730,GLASS STAR FROSTED T-LIGHT HOLDER,19,2019-09-07 06:48:00,4.57,16968,Portugal,False,False,86.83
536964,22960,JAM MAKING SET WITH JARS,7,2019-01-13 15:56:00,4.67,15625,Netherlands,False,False,32.69
536576,22960,JAM MAKING SET WITH JARS,15,2019-08-03 10:04:00,5.24,15100,Netherlands,False,False,78.6
536188,71053,WHITE METAL LANTERN,18,2019-05-09 01:24:00,3.59,16569,Spain,False,False,64.62
536476,71270,PINK CRYSTAL GUITAR PHONE CHARM,16,2019-02-17 00:00:00,1.37,18135,Germany,False,False,21.92
536875,84879,ASSORTED COLOUR BIRD ORNAMENT,15,2019-05-07 14:00:00,1.78,17782,United Kingdom,False,False,26.7
536231,22960,JAM MAKING SET WITH JARS,13,2019-02-07 06:14:00,4.96,15481,Germany,False,False,64.48
536514,71270,PINK CRYSTAL GUITAR PHONE CHARM,8,2019-10-14 10:12:00,1.23,13683,Australia,False,False,9.84
536840,21755,LOVE BUILDING BLOCK WORD,4,2019-08-29 16:00:00,5.95,17019,Germany,False,False,23.8
537241,84406B,CREAM CUPID HEARTS COAT HANGER,2,2019-11-18 00:00:00,2.54,14320,Belgium,False,False,5.08
536639,21755,LOVE BUILDING BLOCK WORD,18,2019-05-08 00:00:00,5.83,12657,Netherlands,False,False,104.94
536371,22960,JAM MAKING SET WITH JARS,13,2019-05-01 00:00:00,5.11,13745,EIRE,False,False,66.43
536249,71053,WHITE METAL LANTERN,6,2019-11-13 13:30:00,3.42,12641,Spain,False,False,20.52
537327,22752,SET 7 BABUSHKA NESTING BOXES,8,2019-03-23 15:15:00,7.14,15614,Spain,False,False,57.12
536984,84879,ASSORTED COLOUR BIRD ORNAMENT,18,2019-01-02 11:40:00,1.86,17918,Switzerland,False,False,33.48
536773,71270,PINK CRYSTAL GUITAR PHONE CHARM,19,2019-06-13 11:26:00,1.37,12646,Germany,False,False,26.03
537382,22752,SET 7 BABUSHKA NESTING BOXES,19,2019-04-25 17:23:00,6.93,12720,Australia,False,False,131.67
536975,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2019-02-01 14:44:00,4.38,17707,United Kingdom,False,False,39.42
536234,71270,PINK CRYSTAL GUITAR PHONE CHARM,6,2019-04-03 10:25:00,1.27,12990,Australia,False,False,7.62
536222,84406B,CREAM CUPID HEARTS COAT HANGER,8,2019-04-23 13:58:00,2.73,13691,Netherlands,False,False,21.84
536444,21755,LOVE BUILDING BLOCK WORD,9,2019-08-02 18:22:00,5.76,13902,Switzerland,False,False,51.84
537262,71053,WHITE METAL LANTERN,16,2019-07-24 14:23:00,3.2,17062,Switzerland,False,False,51.2
536126,71270,PINK CRYSTAL GUITAR PHONE CHARM,3,2019-10-20 03:42:00,1.36,14025,Germany,False,False,4.08
536671,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2019-11-22 17:01:00,2.45,15717,Portugal,False,False,26.95
536451,22960,JAM MAKING SET WITH JARS,7,2019-09-13 17:27:00,4.64,14124,Spain,False,False,32.48
537284,71053,WHITE METAL LANTERN,7,2019-01-20 22:42:00,3.15,16370,Switzerland,False,False,22.05
536372,22960,JAM MAKING SET WITH JARS,4,2019-08-05 03:58:00,4.6,14492,Belgium,False,False,18.4
C536466,22960,JAM MAKING SET WITH JARS,-18,2019-03-07 13:47:00,4.86,,Spain,True,True,-87.48
536591,22960,JAM MAKING SET WITH JARS,10,2019-01-29 05:38:00,4.79,16996,United Kingdom,False,False,47.9
536877,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2019-09-22 23:05:00,4.19,17686,Belgium,False,False,75.42
536479,84406B,CREAM CUPID HEARTS COAT HANGER,15,2019-03-13 02:03:00,2.89,14276,Belgium,False,False,43.35
537355,71270,PINK CRYSTAL GUITAR PHONE CHARM,19,2019-05-17 15:57:00,1.19,17773,Germany,False,False,22.61
536080,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2019-05-12 03:09:00,4.19,14483,Germany,False,False,46.09
536316,71270,PINK CRYSTAL GUITAR PHONE CHARM,13,2019-08-24 09:58:00,1.32,,France,False,True,17.16
537225,22752,SET 7 BABUSHKA NESTING BOXES,11,2019-12-28 04:18:00,7.94,17524,Belgium,False,False,87.34
537546,22960,JAM MAKING SET WITH JARS,12,2019-03-27 07:35:00,4.68,14074,Switzerland,False,False,56.16
536151,21755,LOVE BUILDING BLOCK WORD,18,2019-12-17 12:41:00,5.94,16160,Belgium,False,False,106.92
537042,22752,SET 7 BABUSHKA NESTING BOXES,5,2019-06-25 12:13:00,7.96,15219,Switzerland,False,False,39.8
536582,21755,LOVE BUILDING BLOCK WORD,18,2019-10-10 19:07:00,5.97,13254,Portugal,False,False,107.46
536885,22423,REGENCY CAKESTAND 3 TIER,10,2019-08-06 21:47:00,12.6,15496,Netherlands,False,False,126.0
537528,22752,SET 7 BABUSHKA NESTING BOXES,14,2019-10-19 15:44:00,7.3,14202,Switzerland,False,False,102.2
536770,22423,REGENCY CAKESTAND 3 TIER,8,2019-06-24 11:18:00,12.99,17989,EIRE,False,False,103.92
537063,22752,SET 7 BABUSHKA NESTING BOXES,16,2019-10-22 10:16:00,7.75,17238,Switzerland,False,False,124.0
536242,22752,SET 7 BABUSHKA NESTING BOXES,18,2019-08-12 00:00:00,7.75,17528,Germany,False,False,139.5
536724,71053,WHITE METAL LANTERN,1,2019-10-14 12:08:00,3.61,15733,EIRE,False,False,3.61
537348,71053,WHITE METAL LANTERN,14,2019-01-13 06:50:00,3.51,13073,Australia,False,False,49.14
537167,71270,PINK CRYSTAL GUITAR PHONE CHARM,15,2019-09-18 19:06:00,1.36,15746,Spain,False,False,20.4
537106,22960,JAM MAKING SET WITH JARS,11,2019-01-11 07:26:00,5.42,14329,Netherlands,False,False,59.62
536309,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2019-09-19 20:49:00,1.77,13438,Switzerland,False,False,15.93
536274,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2019-06-19 08:27:00,2.52,16030,Switzerland,False,False,5.04
537417,84879,ASSORTED COLOUR BIRD ORNAMENT,10,2019-12-13 19:08:00,1.59,16813,Spain,False,False,15.9
537027,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,2019-02-07 02:05:00,4.08,13905,Spain,False,False,57.12
536763,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2019-01-04 16:17:00,2.74,18234,Netherlands,False,False,19.18
536065,22423,REGENCY CAKESTAND 3 TIER,19,2019-09-25 19:30:00,12.4,13228,EIRE,False,False,235.6
537472,22752,SET 7 BABUSHKA NESTING BOXES,8,2019-10-21 17:02:00,7.29,15482,EIRE,False,False,58.32
536920,71053,WHITE METAL LANTERN,8,2019-09-02 03:12:00,3.22,12704,EIRE,False,False,25.76
536557,71270,PINK CRYSTAL GUITAR PHONE CHARM,5,2019-01-10 22:36:00,1.21,17116,Portugal,False,False,6.05
536990,22752,SET 7 BABUSHKA NESTING BOXES,12,2019-06-08 14:12:00,8.16,,Australia,False,True,97.92
536980,21755,LOVE BUILDING BLOCK WORD,9,2019-06-20 01:39:00,5.92,,Germany,False,True,53.28
537223,71270,PINK CRYSTAL GUITAR PHONE CHARM,17,2019-07-28 22:26:00,1.32,15124,Switzerland,False,False,22.44
536566,22752,SET 7 BABUSHKA NESTING BOXES,8,2019-04-18 11:50:00,7.9,17368,EIRE,False,False,63.2
537435,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2019-05-27 09:39:00,2.44,12477,Netherlands,False,False,34.16
536859,22960,JAM MAKING SET WITH JARS,11,2019-04-02 17:05:00,5.44,,Portugal,False,True,59.84
536008,22960,JAM MAKING SET WITH JARS,7,2019-05-06 02:49:00,4.54,14359,Australia,False,False,31.78
536238,22752,SET 7 BABUSHKA NESTING BOXES,8,2019-11-04 09:51:00,7.07,16215,Netherlands,False,False,56.56
536571,21755,LOVE BUILDING BLOCK WORD,5,2019-08-07 00:00:00,5.75,13655,Germany,False,False,28.75
537398,22960,JAM MAKING SET WITH JARS,10,2019-06-30 08:14:00,5.01,12389,United Kingdom,False,False,50.1
536454,71053,WHITE METAL LANTERN,4,2019-06-08 00:00:00,3.49,13141,United Kingdom,False,False,13.96
C537596,21755,LOVE BUILDING BLOCK WORD,-13,2019-12-19 00:00:00,6.3,13156,Spain,True,False,-81.9
537365,21730,GLASS STAR FROSTED T-LIGHT HOLDER,19,2019-12-01 20:38:00,4.1,12683,United Kingdom,False,False,77.9
537248,84879,ASSORTED COLOUR BIRD ORNAMENT,17,2019-09-18 20:40:00,1.8,12962,EIRE,False,False,30.6
536844,22960,JAM MAKING SET WITH JARS,3,2019-11-27 00:00:00,4.83,16923,Germany,False,False,14.49
536212,71053,WHITE METAL LANTERN,11,2019-01-18 00:00:00,3.31,14985,Germany,False,False,36.41
536143,22423,REGENCY CAKESTAND 3 TIER,1,2019-12-02 17:05:00,12.04,14248,Netherlands,False,False,12.04
536240,71053,WHITE METAL LANTERN,4,2019-04-25 13:11:00,3.11,14181,EIRE,False,False,12.44
536265,22960,JAM MAKING SET WITH JARS,18,2019-10-25 11:47:00,4.71,17253,Germany,False,False,84.78
537509,22752,SET 7 BABUSHKA NESTING BOXES,13,2019-02-07 05:33:00,7.42,13794,United Kingdom,False,False,96.46
537084,84879,ASSORTED COLOUR BIRD ORNAMENT,19,2019-11-02 05:34:00,1.61,16814,Germany,False,False,30.59
C536872,21755,LOVE BUILDING BLOCK WORD,-5,2019-02-04 09:12:00,6.38,17957,Germany,True,False,-31.9
536089,71270,PINK CRYSTAL GUITAR PHONE CHARM,1,2019-09-13 21:00:00,1.23,18063,Belgium,False,False,1.23
537659,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2019-08-24 00:00:00,2.77,17794,Australia,False,False,2.77
537493,71053,WHITE METAL LANTERN,19,2019-03-24 00:00:00,3.33,14687,Australia,False,False,63.27
536519,84406B,CREAM CUPID HEARTS COAT HANGER,9,2019-06-18 00:00:00,2.71,18044,Spain,False,False,24.39
537120,71053,WHITE METAL LANTERN,15,2019-04-07 09:33:00,3.12,12542,Portugal,False,False,46.8
536403,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2019-08-25 00:00:00,2.51,16450,Spain,False,False,42.67
536033,21755,LOVE BUILDING BLOCK WORD,16,2019-12-20 11:00:00,5.71,14219,Spain,False,False,91.36
536602,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2019-12-17 07:16:00,1.86,12914,France,False,False,7.44
537420,71053,WHITE METAL LANTERN,8,2019-01-22 12:14:00,3.06,18008,France,False,False,24.48
536093,22423,REGENCY CAKESTAND 3 TIER,3,2019-04-02 06:29:00,13.49,15174,Portugal,False,False,40.47
536206,21755,LOVE BUILDING BLOCK WORD,3,2019-02-28 08:57:00,5.58,17804,Australia,False,False,16.74
536671,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2019-03-09 00:00:00,2.41,16083,Switzerland,False,False,31.33
536812,21755,LOVE BUILDING BLOCK WORD,16,2019-03-30 15:57:00,6.3,18191,Portugal,False,False,100.8
536170,71270,PINK CRYSTAL GUITAR PHONE CHARM,3,2019-02-03 23:42:00,1.21,13475,United Kingdom,False,False,3.63
536437,71270,PINK CRYSTAL GUITAR PHONE CHARM,2,2019-02-03 00:00:00,1.33,16238,United Kingdom,False,False,2.66
536874,84406B,CREAM CUPID HEARTS COAT HANGER,19,2019-10-24 21:36:00,2.72,,Portugal,False,True,51.68
537561,71053,WHITE METAL LANTERN,17,2019-11-01 00:00:00,3.68,15146,United Kingdom,False,False,62.56
537426,22960,JAM MAKING SET WITH JARS,2,2019-11-19 00:00:00,5.23,15450,Portugal,False,False,10.46
536624,84406B,CREAM CUPID HEARTS COAT HANGER,15,2019-01-06 21:34:00,2.53,16336,Switzerland,False,False,37.95
C536771,22752,SET 7 BABUSHKA NESTING BOXES,-19,2019-09-24 00:00:00,7.06,13646,Portugal,True,False,-134.14
537399,22960,JAM MAKING SET WITH JARS,15,2019-05-29 00:00:00,4.7,15871,Netherlands,False,False,70.5
536521,22423,REGENCY CAKESTAND 3 TIER,13,2019-12-13 00:00:00,11.76,16584,France,False,False,152.88
536329,84879,ASSORTED COLOUR BIRD ORNAMENT,17,2019-02-11 10:12:00,1.62,14333,Australia,False,False,27.54
536766,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2019-04-09 00:00:00,4.03,16736,Spain,False,False,44.33
536558,22423,REGENCY CAKESTAND 3 TIER,5,2019-06-25 23:30:00,13.06,12700,Germany,False,False,65.3
536153,21755,LOVE BUILDING BLOCK WORD,1,2019-12-23 03:42:00,6.03,12973,Australia,False,False,6.03
536701,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2019-04-20 02:07:00,4.08,14088,Portugal,False,False,53.04
537026,71053,WHITE METAL LANTERN,17,2019-01-15 11:13:00,3.41,16025,Portugal,False,False,57.97
536961,84406B,CREAM CUPID HEARTS COAT HANGER,2,2019-01-20 02:32:00,2.88,13919,France,False,False,5.76
537538,22752,SET 7 BABUSHKA NESTING BOXES,15,2019-11-08 06:25:00,7.63,14225,United Kingdom,False,False,114.45
537561,21755,LOVE BUILDING BLOCK WORD,15,2019-10-15 10:42:00,5.39,13928,Australia,False,False,80.85
536239,84406B,CREAM CUPID HEARTS COAT HANGER,18,2019-10-01 00:00:00,2.49,17636,Spain,False,False,44.82
536768,71053,WHITE METAL LANTERN,19,2019-01-28 00:00:00,3.27,12377,Belgium,False,False,62.13
536986,84879,ASSORTED COLOUR BIRD ORNAMENT,12,2019-06-24 06:24:00,1.67,15935,Portugal,False,False,20.04
536458,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2019-08-12 02:42:00,1.69,15117,Belgium,False,False,6.76
536928,21755,LOVE BUILDING BLOCK WORD,3,2019-07-07 02:57:00,6.17,16636,United Kingdom,False,False,18.51
536119,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2019-08-31 22:28:00,1.7,17521,Australia,False,False,8.5
537116,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2019-02-07 14:38:00,2.49,17725,France,False,False,7.47
536295,71053,WHITE METAL LANTERN,3,2019-06-17 20:43:00,3.63,16188,Netherlands,False,False,10.89
536756,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2019-10-01 00:43:00,4.41,17879,EIRE,False,False,70.56
536280,71053,WHITE METAL LANTERN,6,2019-08-03 16:39:00,3.27,14301,Belgium,False,False,19.62
537197,22423,REGENCY CAKESTAND 3 TIER,18,2019-11-10 15:20:00,13.78,,EIRE,False,True,248.04
537581,22752,SET 7 BABUSHKA NESTING BOXES,2,2019-03-17 14:33:00,7.05,12378,Germany,False,False,14.1
536435,22752,SET 7 BABUSHKA NESTING BOXES,2,2019-11-15 02:22:00,7.74,14928,Germany,False,False,15.48
537310,71053,WHITE METAL LANTERN,18,2019-04-12 00:00:00,3.72,13850,Netherlands,False,False,66.96
536175,22752,SET 7 BABUSHKA NESTING BOXES,7,2019-02-10 12:27:00,7.13,,Netherlands,False,True,49.91
536480,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2019-12-11 08:36:00,1.66,17315,Belgium,False,False,14.94
537503,71270,PINK CRYSTAL GUITAR PHONE CHARM,18,2019-06-26 00:00:00,1.16,17907,Netherlands,False,False,20.88
C536552,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-4,2019-08-30 16:15:00,4.42,15962,United Kingdom,True,False,-17.68
536734,71270,PINK CRYSTAL GUITAR PHONE CHARM,17,2019-03-20 18:37:00,1.32,16697,Portugal,False,False,22.44
536253,21755,LOVE BUILDING BLOCK WORD,12,2019-04-21 00:00:00,5.36,15773,Belgium,False,False,64.32
536044,21755,LOVE BUILDING BLOCK WORD,10,2019-09-17 03:58:00,5.55,14827,Portugal,False,False,55.5
537265,84406B,CREAM CUPID HEARTS COAT HANGER,9,2019-09-01 18:59:00,2.92,17847,Belgium,False,False,26.28
537111,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2019-02-21 01:28:00,1.55,17350,United Kingdom,False,False,4.65
537207,22752,SET 7 BABUSHKA NESTING BOXES,17,2019-11-14 06:41:00,8.25,14914,Belgium,False,False,140.25
537446,22423,REGENCY CAKESTAND 3 TIER,12,2019-03-28 00:00:00,12.82,17770,Portugal,False,False,153.84
537018,21755,LOVE BUILDING BLOCK WORD,9,2019-04-25 23:39:00,5.76,17195,Belgium,False,False,51.84
536174,21755,LOVE BUILDING BLOCK WORD,1,2019-07-22 02:58:00,5.94,18005,France,False,False,5.94
536955,71053,WHITE METAL LANTERN,10,2019-11-15 00:00:00,3.34,15995,France,False,False,33.4
536303,22960,JAM MAKING SET WITH JARS,6,2019-02-11 19:34:00,4.48,,Germany,False,True,26.88
537111,22423,REGENCY CAKESTAND 3 TIER,3,2019-01-09 00:00:00,13.69,13588,United Kingdom,False,False,41.07
536167,22752,SET 7 BABUSHKA NESTING BOXES,3,2019-09-09 09:56:00,7.56,15564,Netherlands,False,False,22.68
537171,22423,REGENCY CAKESTAND 3 TIER,10,2019-03-29 00:00:00,12.43,17772,Germany,False,False,124.3
536041,71053,WHITE METAL LANTERN,9,2019-07-12 08:39:00,3.48,18059,Netherlands,False,False,31.32
536311,22752,SET 7 BABUSHKA NESTING BOXES,11,2019-11-26 04:00:00,7.77,16682,Australia,False,False,85.47
536490,84406B,CREAM CUPID HEARTS COAT HANGER,6,2019-06-30 00:00:00,2.6,16577,Australia,False,False,15.6
537239,71270,PINK CRYSTAL GUITAR PHONE CHARM,11,2019-09-15 13:15:00,1.2,15785,Australia,False,False,13.2
536428,71270,PINK CRYSTAL GUITAR PHONE CHARM,2,2019-11-09 05:27:00,1.13,14369,Portugal,False,False,2.26
537488,71053,WHITE METAL LANTERN,14,2019-06-02 01:59:00,3.49,17590,Switzerland,False,False,48.86
537513,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2019-06-19 23:19:00,2.66,14440,Spain,False,False,39.9
537557,22960,JAM MAKING SET WITH JARS,18,2019-11-28 01:59:00,4.68,12910,Switzerland,False,False,84.24
536364,22752,SET 7 BABUSHKA NESTING BOXES,14,2019-09-22 21:30:00,7.18,13690,United Kingdom,False,False,100.52
537371,84406B,CREAM CUPID HEARTS COAT HANGER,16,2019-03-18 21:15:00,2.97,,EIRE,False,True,47.52
536394,71053,WHITE METAL LANTERN,7,2019-11-19 21:49:00,3.21,14604,Switzerland,False,False,22.47
536074,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2019-12-23 04:27:00,4.0,15190,Netherlands,False,False,24.0
537504,84406B,CREAM CUPID HEARTS COAT HANGER,2,2019-07-21 00:00:00,2.72,17319,Portugal,False,False,5.44
537295,71270,PINK CRYSTAL GUITAR PHONE CHARM,7,2019-08-14 05:27:00,1.25,14655,Netherlands,False,False,8.75
C536808,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-2,2019-03-21 00:00:00,3.92,12381,France,True,False,-7.84
536996,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2019-01-09 18:05:00,2.39,16976,France,False,False,23.9
537051,22423,REGENCY CAKESTAND 3 TIER,3,2019-10-29 03:48:00,13.27,18048,Switzerland,False,False,39.81
536457,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2019-10-10 21:07:00,2.76,17215,Germany,False,False,46.92
537235,84406B,CREAM CUPID HEARTS COAT HANGER,10,2019-10-22 20:21:00,2.9,12850,United Kingdom,False,False,29.0
536228,21755,LOVE BUILDING BLOCK WORD,4,2019-04-04 16:57:00,5.99,,Netherlands,False,True,23.96
536802,21755,LOVE BUILDING BLOCK WORD,15,2019-12-10 00:00:00,6.19,12433,EIRE,False,False,92.85
536275,22752,SET 7 BABUSHKA NESTING BOXES,12,2019-02-12 22:24:00,6.99,17133,Australia,False,False,83.88
536420,22752,SET 7 BABUSHKA NESTING BOXES,5,2019-08-07 05:30:00,8.41,17158,Portugal,False,False,42.05
537638,84879,ASSORTED COLOUR BIRD ORNAMENT,14,2019-04-22 08:19:00,1.57,14550,Germany,False,False,21.98
537343,71270,PINK CRYSTAL GUITAR PHONE CHARM,6,2019-06-18 00:00:00,1.36,17350,Germany,False,False,8.16
536210,22423,REGENCY CAKESTAND 3 TIER,16,2019-07-16 14:53:00,13.08,16008,Belgium,False,False,209.28
536917,21755,LOVE BUILDING BLOCK WORD,13,2019-09-17 23:24:00,5.7,13741,Netherlands,False,False,74.1
537020,22752,SET 7 BABUSHKA NESTING BOXES,11,2019-07-11 02:03:00,7.52,17513,Germany,False,False,82.72
536435,22752,SET 7 BABUSHKA NESTING BOXES,10,2019-12-08 03:18:00,7.56,12661,United Kingdom,False,False,75.6
537408,71053,WHITE METAL LANTERN,3,2019-02-04 12:45:00,3.06,15691,Portugal,False,False,9.18
536413,84406B,CREAM CUPID HEARTS COAT HANGER,5,2019-01-05 08:53:00,2.48,12464,EIRE,False,False,12.4
537572,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2019-10-30 09:36:00,2.35,14798,United Kingdom,False,False,7.05
536486,84406B,CREAM CUPID HEARTS COAT HANGER,8,2019-08-12 06:29:00,2.66,,Netherlands,False,True,21.28
536465,71270,PINK CRYSTAL GUITAR PHONE CHARM,10,2019-05-31 10:14:00,1.28,15979,Switzerland,False,False,12.8
536320,71270,PINK CRYSTAL GUITAR PHONE CHARM,5,2019-07-13 00:00:00,1.2,15354,France,False,False,6.0
537224,84406B,CREAM CUPID HEARTS COAT HANGER,4,2019-12-02 11:04:00,2.93,13197,Netherlands,False,False,11.72
536425,71270,PINK CRYSTAL GUITAR PHONE CHARM,10,2019-05-08 00:00:00,1.33,14858,Belgium,False,False,13.3
C537163,84879,ASSORTED COLOUR BIRD ORNAMENT,-5,2019-05-12 00:00:00,1.65,17905,Germany,True,False,-8.25
536248,71053,WHITE METAL LANTERN,12,2019-09-29 02:23:00,3.24,16612,Belgium,False,False,38.88
536909,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2019-12-03 22:21:00,4.38,13052,Australia,False,False,56.94
537219,22423,REGENCY CAKESTAND 3 TIER,15,2019-02-22 07:36:00,12.9,14919,Portugal,False,False,193.5
537381,84406B,CREAM CUPID HEARTS COAT HANGER,1,2019-03-21 10:58:00,2.52,14473,United Kingdom,False,False,2.52
536047,71270,PINK CRYSTAL GUITAR PHONE CHARM,13,2019-10-17 18:18:00,1.29,,United Kingdom,False,True,16.77
536371,21755,LOVE BUILDING BLOCK WORD,8,2019-05-11 07:51:00,5.85,13598,Australia,False,False,46.8
536268,84406B,CREAM CUPID HEARTS COAT HANGER,7,2019-10-26 06:44:00,2.48,12791,EIRE,False,False,17.36
537050,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2019-07-29 15:08:00,2.68,14801,Australia,False,False,10.72
536176,22960,JAM MAKING SET WITH JARS,6,2019-12-11 02:35:00,4.49,16857,France,False,False,26.94
537233,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2019-08-23 06:47:00,4.4,13467,United Kingdom,False,False,8.8
536066,21730,GLASS STAR FROSTED T-LIGHT HOLDER,15,2019-02-15 00:00:00,4.09,13224,Netherlands,False,False,61.35
536151,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2019-07-17 11:58:00,2.54,12836,Belgium,False,False,38.1
536600,84879,ASSORTED COLOUR BIRD ORNAMENT,12,2019-08-12 13:03:00,1.66,12627,United Kingdom,False,False,19.92
537295,22423,REGENCY CAKESTAND 3 TIER,15,2019-10-17 16:46:00,13.27,16341,EIRE,False,False,199.05
537385,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2019-01-28 00:00:00,2.53,15210,Belgium,False,False,35.42
536795,22752,SET 7 BABUSHKA NESTING BOXES,10,2019-12-16 22:03:00,7.11,13772,Germany,False,False,71.1
536146,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2019-04-17 00:00:00,1.58,13137,United Kingdom,False,False,11.06
536936,71053,WHITE METAL LANTERN,16,2019-08-01 12:00:00,3.1,14425,Belgium,False,False,49.6
537042,71053,WHITE METAL LANTERN,11,2019-08-15 00:00:00,3.08,18046,Netherlands,False,False,33.88
536976,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2019-07-21 14:13:00,2.57,,EIRE,False,True,5.14
536144,21755,LOVE BUILDING BLOCK WORD,1,2019-06-01 22:41:00,5.83,17498,United Kingdom,False,False,5.83
537063,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2019-02-10 02:34:00,1.56,16106,EIRE,False,False,14.04
537025,22423,REGENCY CAKESTAND 3 TIER,13,2019-05-12 21:56:00,12.37,17443,Spain,False,False,160.81
536913,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2019-03-07 11:48:00,2.58,14504,Australia,False,False,49.02
537522,71053,WHITE METAL LANTERN,3,2019-12-02 05:42:00,3.31,14824,France,False,False,9.93
537497,22423,REGENCY CAKESTAND 3 TIER,9,2019-11-05 21:58:00,13.4,14321,Netherlands,False,False,120.6
537284,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2019-03-02 07:55:00,1.8,,United Kingdom,False,True,16.2
537054,71053,WHITE METAL LANTERN,4,2019-06-28 22:45:00,3.55,14692,France,False,False,14.2
537302,21755,LOVE BUILDING BLOCK WORD,14,2019-08-01 15:16:00,5.74,15741,Netherlands,False,False,80.36
537406,84406B,CREAM CUPID HEARTS COAT HANGER,9,2019-06-23 16:31:00,3.0,,United Kingdom,False,True,27.0
536328,22752,SET 7 BABUSHKA NESTING BOXES,7,2019-05-28 11:56:00,7.88,17088,United Kingdom,False,False,55.16
536843,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2019-04-17 00:15:00,4.08,13043,Australia,False,False,16.32
536706,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2019-02-26 06:47:00,1.53,14650,France,False,False,12.24
537155,71053,WHITE METAL LANTERN,3,2019-05-10 14:40:00,3.14,14600,Portugal,False,False,9.42
537467,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2019-04-18 08:23:00,4.34,14026,Belgium,False,False,21.7
536566,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2019-02-22 00:00:00,2.59,13524,Netherlands,False,False,36.26
536273,71053,WHITE METAL LANTERN,4,2019-01-12 15:05:00,3.48,13158,Spain,False,False,13.92
537447,22423,REGENCY CAKESTAND 3 TIER,12,2019-04-25 11:17:00,12.18,13617,Spain,False,False,146.16
C536870,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-6,2019-01-01 23:44:00,2.49,14147,Belgium,True,False,-14.94
536350,22960,JAM MAKING SET WITH JARS,4,2019-11-06 02:32:00,5.25,12899,Belgium,False,False,21.0
537159,22423,REGENCY CAKESTAND 3 TIER,9,2019-05-20 00:00:00,12.41,14717,United Kingdom,False,False,111.69
536125,22960,JAM MAKING SET WITH JARS,16,2019-01-17 17:40:00,4.96,15256,Spain,False,False,79.36
536197,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2019-04-07 11:05:00,2.56,14888,EIRE,False,False,17.92
537077,21755,LOVE BUILDING BLOCK WORD,19,2019-11-21 15:13:00,5.47,15736,United Kingdom,False,False,103.93
